URL	銘柄コード	開示日	タイトル	要約	株主にとって	作成日
/disc/160A0/140120260213559127.pdf	160A	2026-02-13	2026年３月期　第３四半期決算短信〔日本基準〕（非連結）	第3四半期累計は売上高190.9億円（前年比34.8%増）、営業利益16.1億円（同22.6%増）と増収増益。通期予想は据え置き。	好材料	2026-08-15
/disc/160A0/140120260304575399.pdf	160A	2026-03-04	資金の借入に関するお知らせ	みずほ銀行から1,905百万円を借入れ、介護付きホーム「アズハイム志木」設備資金に充当。2026年3月期業績への影響は軽微。	中立	2026-08-15
/disc/160A0/140120260319585038.pdf	160A	2026-03-19	販売用不動産の売買契約の締結に関するお知らせ	介護施設「アズハイム足立六町」を売却し賃借継続。売却価格は非開示。26年3月期売上の10%以上に影響見込み。27年3月期予想は5月15日開示予定。	判断できない	2026-08-15
/disc/160A0/140120260319585063.pdf	160A	2026-03-19	リースによる固定資産の賃借に関するお知らせ	アズパートナーズが介護付きホーム「アズハイム足立六町」の建物をリース総額2,462百万円、20年で賃借することを決議。更なる事業展開が目的で、2026年3月期業績への影響は軽微。	中立	2026-08-15
/disc/160A0/140120260409500547.pdf	160A	2026-04-09	（開示事項の経過）販売用不動産の売却決済完了に関するお知らせ	販売用不動産「アズハイム足立六町」の売却決済が完了。売却価格は前期売上高の10%以上で、2027年3月期業績に反映予定。	好材料	2026-08-15
/disc/160A0/140120260515536541.pdf	160A	2026-05-15	剰余金の配当（増配）に関するお知らせ	取締役会で2026年3月期期末配当を1株70円（前回予想65円、前期55円）に増配決議。業績と利益還元方針を勘案し、配当総額2.5億円を利益剰余金から支払う。	好材料	2026-08-15
/disc/160A0/140120260515536394.pdf	160A	2026-05-15	2026年３月期決算短信〔日本基準〕（非連結）	2026年3月期は売上高236.6億円（+32.1%）、営業利益15.2億円（+16.8%）、純利益11.8億円（+23.8%）と大幅増収増益。配当70円に増配、27年3月期も増収増益予想。	好材料	2026-08-15
/disc/160A0/140120260625580020.pdf	160A	2026-06-25	譲渡制限付株式報酬としての新株式の発行に関するお知らせ	アズパートナーズが取締役ら8名に譲渡制限付株式報酬として普通株式5,600株（発行価額1,932円、総額1,081万9,200円）を発行。譲渡制限期間は50年。株主総会承認済みの報酬制度に基づく。	中立	2026-08-15
/disc/160A0/140120260724598871.pdf	160A	2026-07-24	譲渡制限付株式報酬としての新株式の発行の払込完了に関するお知らせ	譲渡制限付株式報酬として普通株式5,600株（発行価額1,932円、総額1,081万9,200円）を取締役4名、執行役員3名、従業員1名に割り当て払込完了。希薄化を伴う新株発行。	悪材料	2026-08-15
/disc/18790/140120220208583246.pdf	1879	2022-02-14	2022年３月期第３四半期決算短信〔日本基準〕(連結)	2022年3月期第3四半期の連結売上高は697億円で前年同期比14.8%増、純利益は65億3千万円と同26.7%増の増収増益。通期業績予想は変更なし。	好材料	2026-08-15
/disc/18790/140120220509536151.pdf	1879	2022-05-11	定款の一部変更に関するお知らせ	会社法改正に伴い、株主総会資料の電子提供措置を新設し、書面交付請求株主に限って情報提供を限定する定款変更を決議。	中立	2026-08-15
/disc/18790/140120220509536125.pdf	1879	2022-05-11	剰余金の配当に関するお知らせ	新日本建設は期末配当を10円から12円へ増額し、年間21円とした。株主還元を重視する方針に基づき、業績を勘案して決定した。	好材料	2026-08-15
/disc/18790/140120220509535991.pdf	1879	2022-05-11	2022年3月期決算短信〔日本基準〕（連結）	2022年3月期連結純利益が前年同期比12.1%増の1,079百万円となり、2023年3月期の業績予想も据え置き。年間配当は21円から22円へ増額。	好材料	2026-08-15
/disc/18790/140120220804512478.pdf	1879	2022-08-10	2023年3月期第1四半期決算短信〔日本基準〕（連結）	2023年3月期第1四半期の連結純利益が前年同期比20.4%増の13億7,700万円となり、通期業績予想は据え置き。	好材料	2026-08-15
/disc/18790/140120221031553633.pdf	1879	2022-10-31	剰余金の配当（中間配当）に関するお知らせ	新日本建設は中間配当を1株当たり10円と決定し、総額5億8,400万円を支払う。年間予想は前期比2円増の22円を見込む。	好材料	2026-08-15
/disc/18790/140120221107557823.pdf	1879	2022-11-11	2023年3月期第2四半期決算短信〔日本基準〕（連結）	新日本建設は2023年3月期第2四半期で売上高450億8百万円（前年同期比9.4%増）、純利益42億70百万円（同22.2%増）を達成。通期業績予想は据え置き。	好材料	2026-08-15
/disc/18790/140120230201598227.pdf	1879	2023-02-01	第三者割当による自己株式の処分に関するお知らせ	新日本建設は従業員持株会へ自社株式38,460株を827円で処分し、特別奨励金スキームを導入。希薄化率は最大0.07%と軽微。	中立	2026-08-15
/disc/18790/140120230201598226.pdf	1879	2023-02-01	「特別奨励金スキーム（自己株式処分型）」の導入について	新日本建設は従業員持株会へ自己株式38,460株を特別奨励金として付与すると開示した。	中立	2026-08-15
/disc/18790/140120230209504192.pdf	1879	2023-02-10	2023年3月期第3四半期決算短信〔日本基準〕（連結）	23年3月期第3四半期売上高702億89百万円（前年同期比0.8%増）、純利益67億97百万円（同4.1%増）。通期業績予想は据え置き。	好材料	2026-08-15
/disc/18790/140120230317532266.pdf	1879	2023-03-17	自己株式の処分の払込完了に関するお知らせ	新日本建設は従業員持株会向け自己株式30,300株を2506万円で処分完了。失権により数量・金額が減少した。	中立	2026-08-15
/disc/18790/140120230509561936.pdf	1879	2023-05-11	剰余金の配当に関するお知らせ	新日本建設は期末配当を前予想から5円増の17円とし、年間27円に決定。総額9億9400万円。株主還元を重視し業績を勘案した結果。	好材料	2026-08-15
/disc/18790/140120230509561811.pdf	1879	2023-05-11	2023年3月期決算短信〔日本基準〕（連結）	売上高1,137億25百万円（+6.2%）、当期純利益120億13百万円（+11.3%）と増収増益。年間配当は27円から34円に増額し、下期予想も据え置き。	好材料	2026-08-15
/disc/18790/140120230808536362.pdf	1879	2023-08-10	2024年3月期 第1四半期決算短信〔日本基準〕（連結）	新日本建設は第1四半期で売上高204億24百万円（前年比20.3%増）、純利益15億48百万円（同12.4%増）を達成。通期業績予想は据え置き。	好材料	2026-08-15
/disc/18790/140120231031575413.pdf	1879	2023-10-31	剰余金の配当（中間配当）に関するお知らせ	新日本建設は中間配当を1株15円と決定。前期実績の10円から増額し、年間予想も1株34円に上方修正した。	好材料	2026-08-15
/disc/18790/140120231106579795.pdf	1879	2023-11-10	2024年３月期第２四半期決算短信〔日本基準〕(連結)	売上高495億5千万円、純利益45億9千万円で増収増益。年間配当予想を19円から34円に大幅上方修正した。	好材料	2026-08-15
/disc/18790/140120240208529327.pdf	1879	2024-02-13	2024年３月期第３四半期決算短信〔日本基準〕(連結)	新日本建設は第3四半期に売上高805億29百万円（前年比14.6%増）、純利益69億90百万円（同2.8%増）を達成。通期予想は据え置きで、年間配当予想は34円から34円へ変更なし。	好材料	2026-08-15
/disc/18790/140120240328561753.pdf	1879	2024-03-29	配当予想の修正に関するお知らせ	新日本建設は期末配当を19円増の38円に修正し、通期予想を53円とした。株主還元の一環として実施する。	好材料	2026-08-15
/disc/18790/140120240328561741.pdf	1879	2024-03-29	資本コストや株価を意識した経営の実現に向けた対応に関するお知らせ	新日本建設はPBR1倍割れを受け、24年3月期配当予想を増額修正し、成長投資と株主還元のバランスを図ると表明した。	好材料	2026-08-15
/disc/18790/140120240510590003.pdf	1879	2024-05-13	剰余金の配当に関するお知らせ	新日本建設は期末配当を前年同期比増の38円に決定し、年間53円とした。株主還元を重視する方針に基づき、安定配当を維持した。	好材料	2026-08-15
/disc/18790/140120240510589928.pdf	1879	2024-05-13	2024年3月期 決算短信〔日本基準〕（連結）	売上高1,335億円で増収増益。配当を年間53円に増額し、下期予想も据え置き。	好材料	2026-08-15
/disc/18790/140120240805563101.pdf	1879	2024-08-09	2025年３月期第１四半期決算短信〔日本基準〕(連結)	売上高は前年同期比4.5%増の2,134百万円だが、利益面では労務不足や資材価格高騰により営業利益が13.2%減となった。	中立	2026-08-15
/disc/18790/140120241030506388.pdf	1879	2024-10-31	剰余金の配当（中間配当）に関するお知らせ	新日本建設は中間配当を1株当たり26円と決定し、前期実績の15円から増額した。年間予想は据え置きで総額は1,520百万円。	好材料	2026-08-15
/disc/18790/140120241108516725.pdf	1879	2024-11-13	2025年３月期第２四半期（中間期）決算短信〔日本基準〕(連結)	売上高は前年同期比10.2%増の546億円だが、営業利益と純利益はそれぞれ4.4%減、5.2%減となった。通期の業績予想は変更なし。	中立	2026-08-15
/disc/18790/140120250210568598.pdf	1879	2025-02-14	配当予想の修正（設立60周年記念配当）に関するお知らせ	設立60周年を記念し期末に3円の特別配当を加え、通期予想を前年比3円増の56円に上方修正した。	好材料	2026-08-15
/disc/18790/140120250210568560.pdf	1879	2025-02-14	資本コストや株価を意識した経営の実現に向けた対応に関するお知らせ	新日本建設はPBR1倍割れを受け、資本コスト意識経営を更新。24年3月期配当を53円に増配し、25年3月期予想も増額修正した。	好材料	2026-08-15
/disc/18790/140120250210568600.pdf	1879	2025-02-14	株式の立会外分売に関するお知らせ	新日本建設は2月26〜28日、106万7千株の立会外分売を実施し、分布状況改善と流動性向上を図る。	中立	2026-08-15
/disc/18790/140120250210568546.pdf	1879	2025-02-14	2025年３月期第３四半期決算短信〔日本基準〕(連結)	売上高は4.2%増の839億11百万円だが、利益面では労務不足や資材高騰で営業利益以下減。通期予想は据え置き。	中立	2026-08-15
